Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.14M,0)
3.338000e+13 0.00 1.000000 1.179006 1.344657 1.678376
3.332000e+13 0.00 1.000000 1.179421 1.345102 1.678874
3.311000e+13 0.00 1.000000 1.180880 1.346666 1.680624
3.299000e+13 0.00 1.000000 1.181718 1.347565 1.681630
3.281000e+13 0.00 1.000000 1.182981 1.348920 1.683145
3.265000e+13 0.00 1.000000 1.184111 1.350131 1.684500
3.231000e+13 0.00 1.000000 1.186532 1.352727 1.687403
3.180000e+13 0.00 1.000000 1.190216 1.356677 1.691820
3.163000e+13 0.00 1.000000 1.191459 1.358009 1.693309
3.161000e+13 0.00 1.000000 1.191605 1.358166 1.693485
3.139000e+13 0.00 1.000000 1.193226 1.359903 1.695427
3.136000e+13 0.00 1.000000 1.193448 1.360141 1.695693
3.095000e+13 0.00 1.000000 1.196504 1.363417 1.699354
3.067000e+13 0.00 1.000000 1.198618 1.365682 1.701885
3.055000e+13 0.00 1.000000 1.199530 1.366660 1.702978
3.032000e+13 0.00 1.000000 1.201290 1.368545 1.705084
3.024000e+13 0.00 1.000000 1.201905 1.369205 1.705821
2.989000e+13 0.00 1.000000 1.204619 1.372113 1.709070
2.959000e+13 0.00 1.000000 1.206973 1.374635 1.711887
2.880000e+13 0.00 1.000000 1.213302 1.381413 1.719456
2.866000e+13 0.00 1.000000 1.214443 1.382636 1.720821
2.832000e+13 0.00 1.000000 1.217241 1.385632 1.724165
2.827000e+13 0.00 1.000000 1.217656 1.386076 1.724660
2.826000e+13 0.00 1.000000 1.217739 1.386165 1.724760
2.820000e+13 0.00 1.000000 1.218238 1.386699 1.725356
2.796000e+13 0.00 1.000000 1.220244 1.388848 1.727754
2.788000e+13 0.00 1.000000 1.220918 1.389568 1.728558
2.779000e+13 0.00 1.000000 1.221677 1.390382 1.729466
2.703000e+13 0.00 1.000000 1.228204 1.397369 1.737260
2.689000e+13 0.00 1.000000 1.229429 1.398680 1.738722
2.643000e+13 0.00 1.000000 1.233502 1.403039 1.743582
2.636000e+13 0.00 1.000000 1.234129 1.403709 1.744330
2.618000e+13 0.00 1.000000 1.235748 1.405443 1.746263
2.551000e+13 0.00 1.000000 1.241888 1.412011 1.753584
2.522000e+13 0.00 1.000000 1.244601 1.414913 1.756817
2.513000e+13 0.00 1.000000 1.245449 1.415821 1.757829
2.505000e+13 0.00 1.000000 1.246207 1.416631 1.758731
2.495000e+13 0.00 1.000000 1.247157 1.417647 1.759864
2.492000e+13 0.00 1.000000 1.247443 1.417953 1.760205
2.466000e+13 0.00 1.000000 1.249937 1.420621 1.763176
2.463000e+13 0.00 1.000000 1.250227 1.420931 1.763521
2.447000e+13 0.00 1.000000 1.251779 1.422590 1.765369
2.444000e+13 0.00 1.000000 1.252071 1.422902 1.765717
2.435000e+13 0.00 1.000000 1.252949 1.423842 1.766763
2.429000e+13 0.00 1.000000 1.253537 1.424470 1.767463
2.429000e+13 0.00 1.000000 1.253537 1.424470 1.767463
2.421000e+13 0.00 1.000000 1.254324 1.425311 1.768399
2.411000e+13 0.00 1.000000 1.255311 1.426366 1.769574
2.368000e+13 0.00 1.000000 1.259606 1.430959 1.774688
2.344000e+13 0.00 1.000000 1.262041 1.433562 1.777585
2.341000e+13 0.00 1.000000 1.262348 1.433890 1.777949
2.304000e+13 0.00 1.000000 1.266162 1.437966 1.782486
2.247000e+13 0.00 1.000000 1.272171 1.444388 1.789630
2.243000e+13 0.00 1.000000 1.272599 1.444845 1.790139
2.242000e+13 0.00 1.000000 1.272706 1.444959 1.790266
2.235000e+13 0.00 1.000000 1.273458 1.445762 1.791159
2.234000e+13 0.00 1.000000 1.273565 1.445877 1.791287
2.211000e+13 0.00 1.000000 1.276053 1.448536 1.794244
2.209000e+13 0.00 1.000000 1.276271 1.448768 1.794502
2.199000e+13 0.00 1.000000 1.277363 1.449935 1.795799
2.185000e+13 0.00 1.000000 1.278901 1.451578 1.797626
2.174000e+13 0.00 1.000000 1.280117 1.452876 1.799070
2.128000e+13 0.00 1.000000 1.285276 1.458387 1.805196
2.121000e+13 0.00 1.000000 1.286072 1.459237 1.806141
2.113000e+13 0.00 1.000000 1.286985 1.460212 1.807224
2.112000e+13 0.00 1.000000 1.287099 1.460334 1.807360
2.078000e+13 0.00 1.000000 1.291025 1.464526 1.812018
2.078000e+13 0.00 1.000000 1.291025 1.464526 1.812018
2.071000e+13 0.00 1.000000 1.291842 1.465398 1.812987
2.010000e+13 0.00 1.000000 1.299092 1.473138 1.821585
2.010000e+13 0.00 1.000000 1.299092 1.473138 1.821585
2.008000e+13 0.00 1.000000 1.299334 1.473396 1.821871
2.003000e+13 0.00 1.000000 1.299940 1.474043 1.822589
1.997000e+13 0.00 1.000000 1.300668 1.474821 1.823453
1.986000e+13 0.00 1.000000 1.302011 1.476254 1.825044
1.976000e+13 0.00 1.000000 1.303239 1.477564 1.826499
1.962000e+13 0.00 1.000000 1.304969 1.479411 1.828550
1.956000e+13 0.00 1.000000 1.305715 1.480206 1.829433
1.941000e+13 0.00 1.000000 1.307590 1.482208 1.831655
1.938000e+13 0.00 1.000000 1.307967 1.482610 1.832101
1.936000e+13 0.00 1.000000 1.308219 1.482879 1.832399
1.926000e+13 0.00 1.000000 1.309482 1.484226 1.833895
1.925000e+13 0.00 1.000000 1.309608 1.484361 1.834045
1.914000e+13 0.00 1.000000 1.311007 1.485853 1.835700
1.889000e+13 0.00 1.000000 1.314217 1.489278 1.839502
1.877000e+13 0.00 1.000000 1.315775 1.490940 1.841345
1.863000e+13 0.00 1.000000 1.317606 1.492893 1.843512
1.851000e+13 0.00 1.000000 1.319188 1.494580 1.845384
1.848000e+13 0.00 1.000000 1.319585 1.495004 1.845854
1.834000e+13 0.00 1.000000 1.321448 1.496991 1.848058
1.815000e+13 0.00 1.000000 1.324001 1.499714 1.851078
1.812000e+13 0.00 1.000000 1.324407 1.500147 1.851558
1.796000e+13 0.00 1.000000 1.326584 1.502468 1.854132
1.794000e+13 0.00 1.000000 1.326858 1.502760 1.854455
1.788000e+13 0.00 1.000000 1.327681 1.503637 1.855428
1.776000e+13 0.00 1.000000 1.329335 1.505402 1.857385
1.763000e+13 0.00 1.000000 1.331142 1.507328 1.859520
1.763000e+13 0.00 1.000000 1.331142 1.507328 1.859520
1.759000e+13 0.00 1.000000 1.331701 1.507924 1.860181
1.742000e+13 0.00 1.000000 1.334092 1.510472 1.863005
1.718000e+13 0.00 1.000000 1.337511 1.514117 1.867044
1.709000e+13 0.00 1.000000 1.338806 1.515499 1.868575
1.685000e+13 0.00 1.000000 1.342298 1.519220 1.872699
1.685000e+13 0.00 1.000000 1.342298 1.519220 1.872699
1.681000e+13 0.00 1.000000 1.342886 1.519846 1.873392
1.650000e+13 0.00 1.000000 1.347490 1.524752 1.878827
1.643000e+13 0.00 1.000000 1.348543 1.525874 1.880069
1.638000e+13 0.00 1.000000 1.349298 1.526679 1.880960
1.620000e+13 0.00 1.000000 1.352037 1.529597 1.884192
1.617000e+13 0.00 1.000000 1.352497 1.530087 1.884734
1.611000e+13 0.00 1.000000 1.353419 1.531069 1.885822
1.592000e+13 0.00 1.000000 1.356365 1.534207 1.889296
1.589000e+13 0.00 1.000000 1.356833 1.534707 1.889848
1.586000e+13 0.00 1.000000 1.357303 1.535207 1.890402
1.585000e+13 0.00 1.000000 1.357460 1.535374 1.890587
1.582000e+13 0.00 1.000000 1.357930 1.535875 1.891142
1.573000e+13 0.00 1.000000 1.359349 1.537386 1.892814
1.562000e+13 0.00 1.000000 1.361095 1.539246 1.894873
1.561000e+13 0.00 1.000000 1.361254 1.539416 1.895060
1.557000e+13 0.00 1.000000 1.361893 1.540096 1.895813
1.552000e+13 0.00 1.000000 1.362694 1.540949 1.896757
1.551000e+13 0.00 1.000000 1.362854 1.541120 1.896946
1.549000e+13 0.00 1.000000 1.363176 1.541462 1.897325
1.548000e+13 0.00 1.000000 1.363337 1.541633 1.897515
1.546000e+13 0.00 1.000000 1.363659 1.541976 1.897894
1.540000e+13 0.00 1.000000 1.364628 1.543008 1.899036
1.534000e+13 0.00 1.000000 1.365601 1.544044 1.900182
1.533000e+13 0.00 1.000000 1.365763 1.544217 1.900374
1.531000e+13 0.00 1.000000 1.366089 1.544564 1.900758
1.526000e+13 0.00 1.000000 1.366905 1.545433 1.901719
1.519000e+13 0.00 1.000000 1.368052 1.546654 1.903070
1.518000e+13 0.00 1.000000 1.368216 1.546829 1.903264
1.512000e+13 0.00 1.000000 1.369205 1.547882 1.904428
1.509000e+13 0.00 1.000000 1.369701 1.548409 1.905012
1.505000e+13 0.00 1.000000 1.370363 1.549115 1.905793
1.500000e+13 0.00 1.000000 1.371195 1.550000 1.906772
1.495000e+13 0.00 1.000000 1.372029 1.550889 1.907754
1.491000e+13 0.00 1.000000 1.372699 1.551602 1.908543
1.490000e+13 0.00 1.000000 1.372866 1.551780 1.908740
1.483000e+13 0.00 1.000000 1.374044 1.553034 1.910126
1.482000e+13 0.00 1.000000 1.374213 1.553213 1.910325
1.482000e+13 0.00 1.000000 1.374213 1.553213 1.910325
1.470000e+13 0.00 1.000000 1.376247 1.555379 1.912720
1.465000e+13 0.00 1.000000 1.377100 1.556287 1.913724
1.459000e+13 0.00 1.000000 1.378128 1.557381 1.914934
1.455000e+13 0.00 1.000000 1.378816 1.558113 1.915743
1.448000e+13 0.00 1.000000 1.380024 1.559399 1.917165
1.433000e+13 0.00 1.000000 1.382636 1.562179 1.920238
1.433000e+13 0.00 1.000000 1.382636 1.562179 1.920238
1.431000e+13 0.00 1.000000 1.382986 1.562552 1.920650
1.426000e+13 0.00 1.000000 1.383865 1.563487 1.921684
1.426000e+13 0.00 1.000000 1.383865 1.563487 1.921684
1.402000e+13 0.00 1.000000 1.388129 1.568025 1.926699
1.399000e+13 0.00 1.000000 1.388668 1.568598 1.927333
1.391000e+13 0.00 1.000000 1.390111 1.570133 1.929029
1.387000e+13 0.00 1.000000 1.390835 1.570904 1.929881
1.385000e+13 0.00 1.000000 1.391198 1.571290 1.930308
1.385000e+13 0.00 1.000000 1.391198 1.571290 1.930308
1.378000e+13 0.00 1.000000 1.392474 1.572648 1.931808
1.378000e+13 0.00 1.000000 1.392474 1.572648 1.931808
1.377000e+13 0.00 1.000000 1.392657 1.572842 1.932022
1.352000e+13 0.00 1.000000 1.397276 1.577755 1.937450
1.345000e+13 0.00 1.000000 1.398586 1.579149 1.938989
1.340000e+13 0.00 1.000000 1.399526 1.580149 1.940094
1.335000e+13 0.00 1.000000 1.400470 1.581153 1.941203
1.333000e+13 0.00 1.000000 1.400849 1.581556 1.941648
1.332000e+13 0.00 1.000000 1.401038 1.581758 1.941870
1.326000e+13 0.00 1.000000 1.402179 1.582971 1.943210
1.325000e+13 0.00 1.000000 1.402370 1.583174 1.943434
1.316000e+13 0.00 1.000000 1.404093 1.585006 1.945458
1.314000e+13 0.00 1.000000 1.404478 1.585416 1.945910
1.313000e+13 0.00 1.000000 1.404671 1.585620 1.946136
1.302000e+13 0.00 1.000000 1.406800 1.587885 1.948636
1.302000e+13 0.00 1.000000 1.406800 1.587885 1.948636
1.302000e+13 0.00 1.000000 1.406800 1.587885 1.948636
1.281000e+13 0.00 1.000000 1.410920 1.592265 1.953472
1.251000e+13 0.00 1.000000 1.416935 1.598661 1.960530
1.246000e+13 0.00 1.000000 1.417953 1.599743 1.961724
1.245000e+13 0.00 1.000000 1.418157 1.599960 1.961963
1.245000e+13 0.00 1.000000 1.418157 1.599960 1.961963
1.242000e+13 0.00 1.000000 1.418771 1.600612 1.962683
1.237000e+13 0.00 1.000000 1.419797 1.601702 1.963886
1.236000e+13 0.00 1.000000 1.420003 1.601921 1.964127
1.235000e+13 0.00 1.000000 1.420208 1.602140 1.964369
1.234000e+13 0.00 1.000000 1.420415 1.602359 1.964611
1.231000e+13 0.00 1.000000 1.421034 1.603017 1.965337
1.223000e+13 0.00 1.000000 1.422694 1.604781 1.967283
1.221000e+13 0.00 1.000000 1.423111 1.605224 1.967772
1.217000e+13 0.00 1.000000 1.423947 1.606113 1.968752
1.210000e+13 0.00 1.000000 1.425416 1.607675 1.970475
1.203000e+13 0.00 1.000000 1.426896 1.609247 1.972209
1.203000e+13 0.00 1.000000 1.426896 1.609247 1.972209
1.203000e+13 0.00 1.000000 1.426896 1.609247 1.972209
1.199000e+13 0.00 1.000000 1.427745 1.610150 1.973204
1.193000e+13 0.00 1.000000 1.429025 1.611510 1.974705
1.189000e+13 0.00 1.000000 1.429883 1.612421 1.975709
1.185000e+13 0.00 1.000000 1.430743 1.613336 1.976717
1.180000e+13 0.00 1.000000 1.431823 1.614483 1.977983
1.178000e+13 0.00 1.000000 1.432257 1.614944 1.978491
1.178000e+13 0.00 1.000000 1.432257 1.614944 1.978491
1.175000e+13 0.00 1.000000 1.432909 1.615636 1.979254
1.169000e+13 0.00 1.000000 1.434217 1.617027 1.980787
1.168000e+13 0.00 1.000000 1.434436 1.617259 1.981043
1.168000e+13 0.00 1.000000 1.434436 1.617259 1.981043
1.156000e+13 0.00 1.000000 1.437078 1.620066 1.984138
1.149000e+13 0.00 1.000000 1.438634 1.621718 1.985959
1.148000e+13 0.00 1.000000 1.438857 1.621955 1.986220
1.141000e+13 0.00 1.000000 1.440424 1.623620 1.988054
1.140000e+13 0.00 1.000000 1.440648 1.623858 1.988317
1.137000e+13 0.00 1.000000 1.441324 1.624576 1.989108
1.133000e+13 0.00 1.000000 1.442227 1.625536 1.990166
1.132000e+13 0.00 1.000000 1.442454 1.625776 1.990431
1.130000e+13 0.00 1.000000 1.442907 1.626258 1.990962
1.121000e+13 0.00 1.000000 1.444959 1.628437 1.993364
1.121000e+13 0.00 1.000000 1.444959 1.628437 1.993364
1.118000e+13 0.00 1.000000 1.445647 1.629168 1.994169
1.116000e+13 0.00 1.000000 1.446107 1.629656 1.994707
1.113000e+13 0.00 1.000000 1.446798 1.630390 1.995516
1.111000e+13 0.00 1.000000 1.447260 1.630881 1.996056
1.104000e+13 0.00 1.000000 1.448885 1.632606 1.997957
1.098000e+13 0.00 1.000000 1.450286 1.634094 1.999596
1.089000e+13 0.00 1.000000 1.452403 1.636342 2.002072
1.085000e+13 0.00 1.000000 1.453350 1.637348 2.003180
1.080000e+13 0.00 1.000000 1.454540 1.638611 2.004571
1.076000e+13 0.00 1.000000 1.455496 1.639626 2.005689
1.075000e+13 0.00 1.000000 1.455735 1.639880 2.005969
1.074000e+13 0.00 1.000000 1.455975 1.640135 2.006249
1.069000e+13 0.00 1.000000 1.457178 1.641411 2.007656
1.068000e+13 0.00 1.000000 1.457419 1.641668 2.007938
1.065000e+13 0.00 1.000000 1.458144 1.642438 2.008786
1.055000e+13 0.00 1.000000 1.460579 1.645021 2.011631
1.049000e+13 0.00 1.000000 1.462051 1.646585 2.013352
1.047000e+13 0.00 1.000000 1.462544 1.647108 2.013928
1.044000e+13 0.00 1.000000 1.463285 1.647894 2.014794
1.044000e+13 0.00 1.000000 1.463285 1.647894 2.014794
1.039000e+13 0.00 1.000000 1.464526 1.649211 2.016243
1.039000e+13 0.00 1.000000 1.464526 1.649211 2.016243
1.033000e+13 0.00 1.000000 1.466023 1.650800 2.017993
1.031000e+13 0.00 1.000000 1.466524 1.651332 2.018578
1.028000e+13 0.00 1.000000 1.467278 1.652132 2.019459
1.021000e+13 0.00 1.000000 1.469046 1.654009 2.021524
1.015000e+13 0.00 1.000000 1.470573 1.655628 2.023307
1.014000e+13 0.00 1.000000 1.470828 1.655899 2.023605
1.012000e+13 0.00 1.000000 1.471339 1.656442 2.024202
1.011000e+13 0.00 1.000000 1.471595 1.656714 2.024501
1.007000e+13 0.00 1.000000 1.472623 1.657804 2.025701
1.005000e+13 0.00 1.000000 1.473138 1.658351 2.026303
1.004000e+13 0.00 1.000000 1.473396 1.658625 2.026604
9.998000e+12 0.00 1.000000 1.474483 1.659778 2.027873
9.874000e+12 0.00 1.000000 1.477722 1.663215 2.031653
9.859000e+12 0.00 1.000000 1.478117 1.663633 2.032114
9.855000e+12 0.00 1.000000 1.478222 1.663745 2.032237
9.836000e+12 0.00 1.000000 1.478723 1.664277 2.032822
9.814000e+12 0.00 1.000000 1.479305 1.664894 2.033501
9.774000e+12 0.00 1.000000 1.480366 1.666020 2.034740
9.748000e+12 0.00 1.000000 1.481058 1.666754 2.035548
9.696000e+12 0.00 1.000000 1.482449 1.668230 2.037171
9.646000e+12 0.00 1.000000 1.483794 1.669656 2.038740
9.626000e+12 0.00 1.000000 1.484334 1.670229 2.039370
9.611000e+12 0.00 1.000000 1.484740 1.670660 2.039843
9.605000e+12 0.00 1.000000 1.484902 1.670832 2.040033
9.593000e+12 0.00 1.000000 1.485228 1.671177 2.040412
9.580000e+12 0.00 1.000000 1.485581 1.671552 2.040824
9.574000e+12 0.00 1.000000 1.485744 1.671725 2.041014
9.545000e+12 0.00 1.000000 1.486534 1.672563 2.041936
9.537000e+12 0.00 1.000000 1.486752 1.672794 2.042191
9.524000e+12 0.00 1.000000 1.487108 1.673171 2.042605
9.514000e+12 0.00 1.000000 1.487381 1.673461 2.042924
9.475000e+12 0.00 1.000000 1.488452 1.674597 2.044172
9.475000e+12 0.00 1.000000 1.488452 1.674597 2.044172
9.464000e+12 0.00 1.000000 1.488754 1.674918 2.044525
9.429000e+12 0.00 1.000000 1.489720 1.675942 2.045651
9.425000e+12 0.00 1.000000 1.489831 1.676059 2.045780
9.419000e+12 0.00 1.000000 1.489997 1.676236 2.045974
9.357000e+12 0.00 1.000000 1.491719 1.678062 2.047982
9.328000e+12 0.00 1.000000 1.492529 1.678921 2.048927
9.287000e+12 0.00 1.000000 1.493679 1.680141 2.050267
9.243000e+12 0.00 1.000000 1.494919 1.681456 2.051713
9.229000e+12 0.00 1.000000 1.495315 1.681876 2.052174
9.222000e+12 0.00 1.000000 1.495513 1.682086 2.052405
9.220000e+12 0.00 1.000000 1.495570 1.682146 2.052472
9.194000e+12 0.00 1.000000 1.496308 1.682928 2.053331
9.144000e+12 0.00 1.000000 1.497733 1.684439 2.054992
9.067000e+12 0.00 1.000000 1.499945 1.686784 2.057570
9.061000e+12 0.00 1.000000 1.500118 1.686968 2.057771
9.036000e+12 0.00 1.000000 1.500841 1.687734 2.058614
8.989000e+12 0.00 1.000000 1.502206 1.689182 2.060204
8.987000e+12 0.00 1.000000 1.502264 1.689244 2.060272
8.983000e+12 0.00 1.000000 1.502381 1.689367 2.060408
8.966000e+12 0.00 1.000000 1.502877 1.689893 2.060986
8.921000e+12 0.00 1.000000 1.504195 1.691290 2.062521
8.919000e+12 0.00 1.000000 1.504254 1.691352 2.062589
8.871000e+12 0.00 1.000000 1.505668 1.692852 2.064236
8.859000e+12 0.00 1.000000 1.506023 1.693228 2.064650
8.830000e+12 0.00 1.000000 1.506882 1.694139 2.065651
8.817000e+12 0.00 1.000000 1.507269 1.694549 2.066101
8.782000e+12 0.00 1.000000 1.508312 1.695655 2.067316
8.761000e+12 0.00 1.000000 1.508940 1.696320 2.068047
8.726000e+12 0.00 1.000000 1.509991 1.697434 2.069271
8.677000e+12 0.00 1.000000 1.511469 1.699001 2.070992
8.650000e+12 0.00 1.000000 1.512288 1.699869 2.071945
8.650000e+12 0.00 1.000000 1.512288 1.699869 2.071945
8.526000e+12 0.00 1.000000 1.516084 1.703892 2.076363
8.505000e+12 0.00 1.000000 1.516733 1.704579 2.077118
8.486000e+12 0.00 1.000000 1.517321 1.705203 2.077803
8.470000e+12 0.00 1.000000 1.517818 1.705729 2.078381
8.389000e+12 0.00 1.000000 1.520348 1.708410 2.081324
8.352000e+12 0.00 1.000000 1.521512 1.709644 2.082679
8.350000e+12 0.00 1.000000 1.521576 1.709711 2.082752
8.342000e+12 0.00 1.000000 1.521828 1.709979 2.083046
8.338000e+12 0.00 1.000000 1.521955 1.710113 2.083193
8.329000e+12 0.00 1.000000 1.522239 1.710414 2.083524
8.298000e+12 0.00 1.000000 1.523222 1.711456 2.084668
8.230000e+12 0.00 1.000000 1.525393 1.713755 2.087192
8.205000e+12 0.00 1.000000 1.526196 1.714606 2.088126
8.201000e+12 0.00 1.000000 1.526324 1.714742 2.088275
8.150000e+12 0.00 1.000000 1.527972 1.716487 2.090190
8.147000e+12 0.00 1.000000 1.528069 1.716590 2.090303
8.114000e+12 0.00 1.000000 1.529141 1.717726 2.091550
8.100000e+12 0.00 1.000000 1.529597 1.718209 2.092080
8.003000e+12 0.00 1.000000 1.532782 1.721583 2.095782
7.935000e+12 0.00 1.000000 1.535040 1.723974 2.098406
7.930000e+12 0.00 1.000000 1.535207 1.724151 2.098600
7.899000e+12 0.00 1.000000 1.536244 1.725249 2.099805
7.877000e+12 0.00 1.000000 1.536982 1.726031 2.100664
7.856000e+12 0.00 1.000000 1.537690 1.726780 2.101485
7.850000e+12 0.00 1.000000 1.537892 1.726995 2.101720
7.843000e+12 0.00 1.000000 1.538128 1.727245 2.101995
7.808000e+12 0.00 1.000000 1.539314 1.728500 2.103372
7.786000e+12 0.00 1.000000 1.540062 1.729293 2.104241
7.761000e+12 0.00 1.000000 1.540915 1.730196 2.105232
7.740000e+12 0.00 1.000000 1.541633 1.730957 2.106066
7.730000e+12 0.00 1.000000 1.541976 1.731320 2.106465
7.686000e+12 0.00 1.000000 1.543491 1.732924 2.108224
7.680000e+12 0.00 1.000000 1.543698 1.733143 2.108465
7.678000e+12 0.00 1.000000 1.543767 1.733217 2.108545
7.666000e+12 0.00 1.000000 1.544183 1.733656 2.109027
7.649000e+12 0.00 1.000000 1.544772 1.734280 2.109712
7.633000e+12 0.00 1.000000 1.545328 1.734869 2.110358
7.606000e+12 0.00 1.000000 1.546269 1.735866 2.111451
7.602000e+12 0.00 1.000000 1.546409 1.736014 2.111613
7.556000e+12 0.00 1.000000 1.548022 1.737722 2.113486
7.550000e+12 0.00 1.000000 1.548233 1.737945 2.113731
7.546000e+12 0.00 1.000000 1.548374 1.738094 2.113894
7.515000e+12 0.00 1.000000 1.549469 1.739253 2.115165
7.505000e+12 0.00 1.000000 1.549823 1.739628 2.115576
7.490000e+12 0.00 1.000000 1.550355 1.740192 2.116194
7.455000e+12 0.00 1.000000 1.551602 1.741511 2.117640
7.451000e+12 0.00 1.000000 1.551744 1.741662 2.117806
7.442000e+12 0.00 1.000000 1.552066 1.742003 2.118180
7.424000e+12 0.00 1.000000 1.552711 1.742685 2.118928
7.395000e+12 0.00 1.000000 1.553753 1.743788 2.120137
7.382000e+12 0.00 1.000000 1.554221 1.744284 2.120681
7.374000e+12 0.00 1.000000 1.554510 1.744590 2.121016
7.364000e+12 0.00 1.000000 1.554872 1.744973 2.121436
7.339000e+12 0.00 1.000000 1.555778 1.745932 2.122487
7.314000e+12 0.00 1.000000 1.556687 1.746895 2.123542
7.314000e+12 0.00 1.000000 1.556687 1.746895 2.123542
7.302000e+12 0.00 1.000000 1.557125 1.747358 2.124050
7.298000e+12 0.00 1.000000 1.557271 1.747513 2.124219
7.283000e+12 0.00 1.000000 1.557820 1.748093 2.124856
7.265000e+12 0.00 1.000000 1.558480 1.748792 2.125621
7.254000e+12 0.00 1.000000 1.558884 1.749220 2.126090
7.190000e+12 0.00 1.000000 1.561249 1.751723 2.128833
7.190000e+12 0.00 1.000000 1.561249 1.751723 2.128833
7.159000e+12 0.00 1.000000 1.562403 1.752944 2.130171
7.149000e+12 0.00 1.000000 1.562776 1.753339 2.130604
7.124000e+12 0.00 1.000000 1.563712 1.754329 2.131689
7.114000e+12 0.00 1.000000 1.564087 1.754726 2.132125
7.106000e+12 0.00 1.000000 1.564388 1.755044 2.132473
7.066000e+12 0.00 1.000000 1.565897 1.756641 2.134223
7.058000e+12 0.00 1.000000 1.566199 1.756962 2.134574
7.015000e+12 0.00 1.000000 1.567834 1.758691 2.136469
7.006000e+12 0.00 1.000000 1.568177 1.759054 2.136867
6.977000e+12 0.00 1.000000 1.569287 1.760229 2.138154
6.969000e+12 0.00 1.000000 1.569594 1.760554 2.138510
6.940000e+12 0.00 1.000000 1.570711 1.761735 2.139804
6.938000e+12 0.00 1.000000 1.570788 1.761817 2.139893
6.919000e+12 0.00 1.000000 1.571522 1.762594 2.140744
6.915000e+12 0.00 1.000000 1.571677 1.762758 2.140924
6.907000e+12 0.00 1.000000 1.571987 1.763086 2.141283
6.899000e+12 0.00 1.000000 1.572298 1.763414 2.141643
6.888000e+12 0.00 1.000000 1.572725 1.763866 2.142138
6.888000e+12 0.00 1.000000 1.572725 1.763866 2.142138
6.886000e+12 0.00 1.000000 1.572803 1.763949 2.142229
6.886000e+12 0.00 1.000000 1.572803 1.763949 2.142229
6.884000e+12 0.00 1.000000 1.572881 1.764031 2.142319
6.878000e+12 0.00 1.000000 1.573115 1.764278 2.142589
6.831000e+12 0.00 1.000000 1.574953 1.766223 2.144719
6.814000e+12 0.00 1.000000 1.575621 1.766930 2.145494
6.812000e+12 0.00 1.000000 1.575700 1.767013 2.145585
6.754000e+12 0.00 1.000000 1.577994 1.769440 2.148243
6.735000e+12 0.00 1.000000 1.578750 1.770240 2.149118
6.733000e+12 0.00 1.000000 1.578830 1.770324 2.149211
6.733000e+12 0.00 1.000000 1.578830 1.770324 2.149211
6.715000e+12 0.00 1.000000 1.579548 1.771084 2.150043
6.709000e+12 0.00 1.000000 1.579788 1.771338 2.150321
6.702000e+12 0.00 1.000000 1.580069 1.771635 2.150646
